End Time,Participant,Path,Run,max_Acceleration x (m/s^2)_head,max_Acceleration y (m/s^2)_head,max_Acceleration z (m/s^2)_head,max_Direction (°)_head,max_Direction (°)_leg,max_Gyroscope x (rad/s)_head,max_Gyroscope y (rad/s)_head,max_Gyroscope z (rad/s)_head,max_Height (m)_head,max_Height (m)_leg,max_Horizontal Accuracy (m)_head,max_Horizontal Accuracy (m)_leg,max_Latitude (°)_head,max_Latitude (°)_leg,max_Linear Acceleration x (m/s^2)_head,max_Linear Acceleration y (m/s^2)_head,max_Linear Acceleration z (m/s^2)_head,max_Longitude (°)_head,max_Longitude (°)_leg,max_Magnetic field x (µT)_head,max_Magnetic field y (µT)_head,max_Magnetic field z (µT)_head,max_Pressure (hPa)_head,max_Velocity (m/s)_head,max_Velocity (m/s)_leg,max_Vertical Accuracy (m)_head,max_Vertical Accuracy (°)_leg,max_X (hPa)_leg,max_X (m/s^2)_leg,max_X (rad/s)_leg,max_X (µT)_leg,max_Y (m/s^2)_leg,max_Y (rad/s)_leg,max_Y (µT)_leg,max_Z (m/s^2)_leg,max_Z (rad/s)_leg,max_Z (µT)_leg,mean_Acceleration x (m/s^2)_head,mean_Acceleration y (m/s^2)_head,mean_Acceleration z (m/s^2)_head,mean_Direction (°)_head,mean_Direction (°)_leg,mean_Gyroscope x (rad/s)_head,mean_Gyroscope y (rad/s)_head,mean_Gyroscope z (rad/s)_head,mean_Height (m)_head,mean_Height (m)_leg,mean_Horizontal Accuracy (m)_head,mean_Horizontal Accuracy (m)_leg,mean_Latitude (°)_head,mean_Latitude (°)_leg,mean_Linear Acceleration x (m/s^2)_head,mean_Linear Acceleration y (m/s^2)_head,mean_Linear Acceleration z (m/s^2)_head,mean_Longitude (°)_head,mean_Longitude (°)_leg,mean_Magnetic field x (µT)_head,mean_Magnetic field y (µT)_head,mean_Magnetic field z (µT)_head,mean_Pressure (hPa)_head,mean_Velocity (m/s)_head,mean_Velocity (m/s)_leg,mean_Vertical Accuracy (m)_head,mean_Vertical Accuracy (°)_leg,mean_X (hPa)_leg,mean_X (m/s^2)_leg,mean_X (rad/s)_leg,mean_X (µT)_leg,mean_Y (m/s^2)_leg,mean_Y (rad/s)_leg,mean_Y (µT)_leg,mean_Z (m/s^2)_leg,mean_Z (rad/s)_leg,mean_Z (µT)_leg,median_Acceleration x (m/s^2)_head,median_Acceleration y (m/s^2)_head,median_Acceleration z (m/s^2)_head,median_Direction (°)_head,median_Direction (°)_leg,median_Gyroscope x (rad/s)_head,median_Gyroscope y (rad/s)_head,median_Gyroscope z (rad/s)_head,median_Height (m)_head,median_Height (m)_leg,median_Horizontal Accuracy (m)_head,median_Horizontal Accuracy (m)_leg,median_Latitude (°)_head,median_Latitude (°)_leg,median_Linear Acceleration x (m/s^2)_head,median_Linear Acceleration y (m/s^2)_head,median_Linear Acceleration z (m/s^2)_head,median_Longitude (°)_head,median_Longitude (°)_leg,median_Magnetic field x (µT)_head,median_Magnetic field y (µT)_head,median_Magnetic field z (µT)_head,median_Pressure (hPa)_head,median_Velocity (m/s)_head,median_Velocity (m/s)_leg,median_Vertical Accuracy (m)_head,median_Vertical Accuracy (°)_leg,median_X (hPa)_leg,median_X (m/s^2)_leg,median_X (rad/s)_leg,median_X (µT)_leg,median_Y (m/s^2)_leg,median_Y (rad/s)_leg,median_Y (µT)_leg,median_Z (m/s^2)_leg,median_Z (rad/s)_leg,median_Z (µT)_leg,min_Acceleration x (m/s^2)_head,min_Acceleration y (m/s^2)_head,min_Acceleration z (m/s^2)_head,min_Direction (°)_head,min_Direction (°)_leg,min_Gyroscope x (rad/s)_head,min_Gyroscope y (rad/s)_head,min_Gyroscope z (rad/s)_head,min_Height (m)_head,min_Height (m)_leg,min_Horizontal Accuracy (m)_head,min_Horizontal Accuracy (m)_leg,min_Latitude (°)_head,min_Latitude (°)_leg,min_Linear Acceleration x (m/s^2)_head,min_Linear Acceleration y (m/s^2)_head,min_Linear Acceleration z (m/s^2)_head,min_Longitude (°)_head,min_Longitude (°)_leg,min_Magnetic field x (µT)_head,min_Magnetic field y (µT)_head,min_Magnetic field z (µT)_head,min_Pressure (hPa)_head,min_Velocity (m/s)_head,min_Velocity (m/s)_leg,min_Vertical Accuracy (m)_head,min_Vertical Accuracy (°)_leg,min_X (hPa)_leg,min_X (m/s^2)_leg,min_X (rad/s)_leg,min_X (µT)_leg,min_Y (m/s^2)_leg,min_Y (rad/s)_leg,min_Y (µT)_leg,min_Z (m/s^2)_leg,min_Z (rad/s)_leg,min_Z (µT)_leg
1970-01-01 00:00:41.401421680,Dany,circle,1,-0.174855511011625,3.718259451375375,9.9133296372875,231.00004735789474,,0.28618082166793746,0.18645325410777,0.3961155628011375,2.8739162155789475,,4.571009259526316,,52.334831467368424,,1.166310727607375,1.031580739487,0.636110806453125,4.868386358736842,,18.378994643537503,-14.866767298337498,-36.132586765,1017.5639121625,0.5904576966894737,,3.0,,,,,,,,,,,,-1.4213526393307636,2.360544664129196,9.082106540104004,231.00004735789474,,0.04807218966072427,-0.08116035135568503,-0.025011021005052914,2.8739162155789475,,4.571009259526316,,52.334831467368424,,0.12540365705831988,-0.04693213082261405,-0.05487376525298162,4.868386358736842,,17.1638136733257,-16.509552068642897,-37.384270183605004,1017.5303636333334,0.5904576966894737,,3.0,,,,,,,,,,,,-1.4418850020499945,2.3659333048109374,9.072312277425,231.00004735789474,,0.05749292061665625,-0.08949366889487499,-0.02687615833882251,2.8739162155789475,,4.571009259526316,,52.334831467368424,,0.11612516436318751,-0.035827205166299995,-0.06073274314393749,4.868386358736842,,17.1643321709875,-16.5322197122375,-37.381409216125,1017.52984196875,0.5904576966894737,,3.0,,,,,,,,,,,,-2.698752476522425,0.989634062116625,8.28717484475,231.00004735789474,,-0.21345922464027497,-0.325936694700875,-0.447244996578,2.8739162155789475,,4.571009259526316,,52.334831467368424,,-0.8990881260461251,-1.1566838402365,-0.709538936617,4.868386358736842,,15.95759966272,-18.057524695741126,-38.614524221625,1017.4970718874999,0.5904576966894737,,3.0,,,,,,,,,,,
1970-01-01 00:00:43.401421680,Dany,circle,1,-0.06357430344662501,4.080630007049999,9.8432274105625,230.8771458473684,,0.2605053920708125,0.22350032289643748,0.42459142954213747,3.044670379736842,,4.424846737052631,,52.3348187731579,,1.1657506614875,1.033015976133375,0.615836322295375,4.868382445842105,,17.242869651212498,-15.0453447631125,-37.00824184375,1017.5660041625,0.7328145378473684,,3.0,,,,,,,,,,,,-1.3380676110174785,2.781876119796407,9.020065753202804,230.8771458473684,,0.028720697361631235,-0.05765503457622702,-0.03556859276235044,3.044670379736842,,4.424846737052631,,52.3348187731579,,0.10829630015597942,-0.015476866975384649,-0.06752528917179823,4.868382445842105,,15.988618193468202,-16.613160569333893,-38.249701557215,1017.5320344886111,0.7328145378473684,,3.0,,,,,,,,,,,,-1.3540198059881194,2.7935867949953126,9.00886507618125,230.8771458473684,,0.037802061055893746,-0.0689953218823,-0.04145102080632251,3.044670379736842,,4.424846737052631,,52.3348187731579,,0.10116544291825,-0.004068442265112497,-0.0720324546090625,4.868382445842105,,15.98642219475,-16.643087209662504,-38.244711637625,1017.5318576624999,0.7328145378473684,,3.0,,,,,,,,,,,,-2.649026628831675,1.440419418281125,8.2413448095125,230.8771458473684,,-0.22794818536254996,-0.31337195972587495,-0.47970675737737495,3.044670379736842,,4.424846737052631,,52.3348187731579,,-0.9423136016223751,-1.09411948956525,-0.713666331762375,4.868382445842105,,14.7429371557825,-18.065302204741123,-39.449309206124994,1017.4979813,0.7328145378473684,,3.0,,,,,,,,,,,
1970-01-01 00:00:45.401421680,Dany,circle,1,-0.0026321072496250124,4.1557048138625,9.8724048738625,234.44991903157896,,0.28220828924743746,0.2090361797448125,0.38947813193656244,3.2025076406842103,,4.279873484105264,,52.334806969999995,,1.26430331020875,1.098900387470875,0.652550172796625,4.868374327736842,,16.6270746349625,-13.24340480007875,-37.701506804874995,1017.5680175375,0.8927495040578948,,3.0,,,,,,,,,,,,-1.2673512375916252,2.8046563175381167,9.046591365968677,234.44991903157896,,0.03828678758963942,-0.07261037391991385,-0.07740650930111079,3.2025076406842103,,4.279873484105264,,52.334806969999995,,0.2096952260274913,0.008735215279041541,-0.02797792806556847,4.868374327736842,,15.363691499068201,-14.856183709768194,-38.915791036565,1017.5341636198611,0.8927495040578948,,3.0,,,,,,,,,,,,-1.2769447525949944,2.8072819687078128,9.042798295512501,234.44991903157896,,0.04335520791758125,-0.084197276344675,-0.08347664101586001,3.2025076406842103,,4.279873484105264,,52.334806969999995,,0.21029383912168753,0.011716087329012501,-0.0238646447644375,4.868374327736842,,15.359799708625,-14.885829724200002,-38.902901721,1017.5339477499999,0.8927495040578948,,3.0,,,,,,,,,,,,-2.5723142261191745,1.4314762408948751,8.270679324849999,234.44991903157896,,-0.22361295139729997,-0.329599977401125,-0.5327088620120001,3.2025076406842103,,4.279873484105264,,52.334806969999995,,-0.8377688577171251,-1.0967409495262501,-0.666706192492875,4.868374327736842,,14.1085371457825,-16.367977223363628,-40.1146667005,1017.4999954500001,0.8927495040578948,,3.0,,,,,,,,,,,
1970-01-01 00:00:47.401421680,Dany,circle,1,0.010999506213249983,4.2331873965,9.8816621306125,242.37852171499998,,0.2888094519679375,0.20307451698676254,0.29624864235118753,3.2354277961,,4.2594013572,,52.3348007555,,1.372502354515,1.184989684107125,0.692172789564125,4.8683657591,,14.6727871716375,-12.13869479641625,-38.473766803000004,1017.5685142125001,1.042995941655,,3.0,,,,,,,,,,,,-1.2380463137895559,2.911489283486635,9.043177960388103,242.37852171499998,,0.050648515555056894,-0.06552029735716211,-0.10376579781237989,3.2354277961,,4.2594013572,,52.3348007555,,0.3484464498528389,0.10180562495783615,-0.0016156026586417577,4.8683657591,,13.456117842484199,-13.559470133542344,-39.626770421975,1017.5341605723612,1.042995941655,,3.0,,,,,,,,,,,,-1.2429479828206194,2.928990646797813,9.03359715036875,242.37852171499998,,0.05906971642176874,-0.07609090376671873,-0.10896213090148502,3.2354277961,,4.2594013572,,52.3348007555,,0.3471081204805625,0.11770920696188751,-0.008432430024625001,4.8683657591,,13.457667236075,-13.5850047504575,-39.61827917075,1017.53393095625,1.042995941655,,3.0,,,,,,,,,,,,-2.5154398325484246,1.5002100711866748,8.2775512158625,242.37852171499998,,-0.2167521709431,-0.317483847013875,-0.4914849997491251,3.2354277961,,4.2594013572,,52.3348007555,,-0.67214712553725,-1.0303956199175,-0.634817540646625,4.8683657591,,12.222569712195,-14.887964751909873,-40.773771596125,1017.5004150749999,1.042995941655,,3.0,,,,,,,,,,,
1970-01-01 00:00:49.401421680,Dany,circle,1,-0.115064857278,4.1869386297125,9.902068412712499,221.09480628,,0.31047226075124995,0.17123125731063749,0.2152440924345,3.2483276393,,4.2510051609,,52.334796532999995,,1.43079546165875,1.201366638428375,0.7364241599921251,4.868360907,,12.006934704803001,-12.15714728901625,-39.029171799874995,1017.5724204625,1.27695808562,,3.0,,,,,,,,,,,,-1.2912392411694626,2.815511093736732,9.084915374331487,221.09480628,,0.07014149610624335,-0.0807722178724878,-0.15803194096979964,3.2483276393,,4.2510051609,,52.334796532999995,,0.4701211170863163,0.08086688053572844,0.06254153691462463,4.868360907,,10.808065203658735,-13.641984834055364,-40.159654201505006,1017.5378332861112,1.27695808562,,3.0,,,,,,,,,,,,-1.2881237225712443,2.8217174228228123,9.08438856895625,221.09480628,,0.0764602866714,-0.08942399234384374,-0.162036776711985,3.2483276393,,4.2510051609,,52.334796532999995,,0.4737835258241875,0.0821122238307,0.065175205474375,4.868360907,,10.800049800850749,-13.66338971683625,-40.149894141875,1017.537474425,1.27695808562,,3.0,,,,,,,,,,,,-2.500006131633425,1.3772638528029248,8.31214247345,221.09480628,,-0.1969620456769125,-0.3158020581885,-0.518254259925875,3.2483276393,,4.2510051609,,52.334796532999995,,-0.48651624673224997,-1.07138164374375,-0.581102395061875,4.868360907,,9.60658477793,-15.043514742784875,-41.253536486625,1017.50424425,1.27695808562,,3.0,,,,,,,,,,,
1970-01-01 00:00:51.401421680,Dany,circle,1,-0.34046875241450003,4.1111384984625,9.880749857625,206.91123389599997,,0.3403512066825,0.1369655349543875,0.032948539782,3.2198089137499997,,4.1302013755499996,,52.3347937465,,1.489270281027,1.178619352755875,0.72127120494375,4.8683650144,,11.438872190528,-13.106154752571252,-38.704346751375,1017.577098825,1.477473938475,,3.0,,,,,,,,,,,,-1.4826776300526214,2.809266150511079,9.126962915763214,206.91123389599997,,0.12229138699241189,-0.09891359945766995,-0.2932733471367479,3.2198089137499997,,4.1302013755499996,,52.3347937465,,0.5525729336226931,0.08678022716360176,0.09765847270967595,4.8683650144,,10.209923606287735,-14.473006121696372,-39.805884704495,1017.5420505898612,1.477473938475,,3.0,,,,,,,,,,,,-1.4948897690587444,2.8428303401978128,9.131560826249999,206.91123389599997,,0.12363339981352499,-0.10573313953203123,-0.293100778561485,3.2198089137499997,,4.1302013755499996,,52.3347937465,,0.5455023806548126,0.11757748741082501,0.1025110632201875,4.8683650144,,10.201029799588252,-14.484602177248751,-39.806921529250005,1017.5418659125,1.477473938475,,3.0,,,,,,,,,,,,-2.6021871383328126,1.413006646220425,8.401529335962499,206.91123389599997,,-0.12044926450678753,-0.32385020828275,-0.61801046352025,3.2198089137499997,,4.1302013755499996,,52.3347937465,,-0.33945796356424995,-1.0698574963575,-0.508565807352375,4.8683650144,,8.98285977918,-15.79061224418875,-40.868016457625004,1017.5084282124999,1.477473938475,,3.0,,,,,,,,,,,
1970-01-01 00:00:53.401421680,Dany,circle,1,-0.41955901684075003,4.1302063033437495,9.839189529950001,200.629206466,,0.30076713884375,0.1197486795977625,-0.031381295899250004,3.07531604805,,4.0596989632,,52.334786761500006,,1.555417347694625,1.122677602629625,0.72993295192625,4.86837135865,,12.3483821474905,-12.29988725010375,-38.677659224875,1017.5759468,1.6283038616399998,,3.0,,,,,,,,,,,,-1.5024383536885884,2.9237927233915784,9.140137564102485,200.629206466,,0.10656119228380379,-0.08311789818363312,-0.29945083379895765,3.07531604805,,4.0596989632,,52.334786761500006,,0.6801389536912288,0.10028609018483378,0.14360435579199465,4.86837135865,,11.239304688630735,-13.469403638762671,-39.738034395155,1017.5414881415278,1.6283038616399998,,3.0,,,,,,,,,,,,-1.5302437226393695,2.9519056636903125,9.148800355099999,200.629206466,,0.1076831363045875,-0.08851914757491874,-0.29389872231700254,3.07531604805,,4.0596989632,,52.334786761500006,,0.6605491131448125,0.134936884599575,0.153289976716625,4.86837135865,,11.23772477341325,-13.46025970588625,-39.7355515475,1017.54136239375,1.6283038616399998,,3.0,,,,,,,,,,,,-2.5516911010415626,1.615611425189675,8.4333015382,200.629206466,,-0.106072932940575,-0.284455128382625,-0.569507759934875,3.07531604805,,4.0596989632,,52.334786761500006,,-0.16787564398675,-0.987172308175,-0.44904215932912506,4.86837135865,,10.1151722677675,-14.64335477002625,-40.777431416875,1017.5082298375,1.6283038616399998,,3.0,,,,,,,,,,,
1970-01-01 00:00:55.401421680,Dany,circle,1,-0.596837264776,4.3348898440875,9.7658345582125,206.067592241,,0.32787046596425,0.0677564106680125,-0.23975124466850004,2.8458971892500005,,4.05808266405,,52.33477772050001,,1.5263497002308752,1.1919529333662502,0.6974382042925,4.8683706387,,13.183319630577998,-10.86043978943,-38.62428421925,1017.5732818375,1.695242196285,,3.0,,,,,,,,,,,,-1.5672084343966213,3.1706913275388735,9.088865353501728,206.067592241,,0.1331050642275185,-0.12179376571560067,-0.4541095155975321,2.8458971892500005,,4.05808266405,,52.33477772050001,,0.7452043260060253,0.2057070545193808,0.1242666952646138,4.8683706387,,12.110775074441536,-11.92971487434013,-39.65835620684,1017.5382537529167,1.695242196285,,3.0,,,,,,,,,,,,-1.5802013761387443,3.1977158480000005,9.09451321360625,206.067592241,,0.1332927065114125,-0.12959315349560624,-0.45103617234450244,2.8458971892500005,,4.05808266405,,52.33477772050001,,0.7378340261151876,0.2353796847153875,0.12685894072087497,4.8683706387,,12.097672259438252,-11.922297233888749,-39.65350651675,1017.53837510625,1.695242196285,,3.0,,,,,,,,,,,,-2.5486626863662503,1.9023089667459252,8.41226713655,206.067592241,,-0.076127173396075,-0.305304722764,-0.661515520257375,2.8458971892500005,,4.05808266405,,52.33477772050001,,-0.04808983783062501,-0.8511974513317501,-0.453162854922875,4.8683706387,,11.0297147498475,-12.99803229264875,-40.675561452125,1017.5039627,1.695242196285,,3.0,,,,,,,,,,,
1970-01-01 00:00:57.401421680,Dany,circle,1,-0.5712191084465,4.351998528849999,9.853127718075001,206.84906868541498,,0.3245011619855,0.0643661083911375,-0.25796839148275,2.6037896474,,4.071614551550001,,52.3347722365,,1.598356524825125,1.2620729640225001,0.781705963611,4.8683618271,,12.8084746385905,-7.6693773270925005,-39.7033742185,1017.5695190250001,1.7750660180500002,,3.0,,,,,,,,,,,,-1.5223873808376736,3.1273972383757522,9.128498386948937,206.84906868541498,,0.12179157171870374,-0.12256718363717689,-0.4674932533806831,2.6037896474,,4.071614551550001,,52.3347722365,,0.8328757261000039,0.2203995582168629,0.1548856337259501,4.8683618271,,11.764374378438035,-8.70491943415613,-40.68087480828,1017.5344966566666,1.7750660180500002,,3.0,,,,,,,,,,,,-1.5353247373312444,3.15519090373125,9.1341555535625,206.84906868541498,,0.1199739352600375,-0.12956165568535624,-0.4645372496410024,2.6037896474,,4.071614551550001,,52.3347722365,,0.8253587709835625,0.246830265968825,0.1545483380555625,4.8683618271,,11.75805476268825,-8.693414784213749,-40.66808910325,1017.5342700937501,1.7750660180500002,,3.0,,,,,,,,,,,,-2.4847668469287503,1.781172315952175,8.4082068145,206.84906868541498,,-0.09047296204595,-0.303264051208,-0.6721789374242501,2.6037896474,,4.071614551550001,,52.3347722365,,0.03901085127987499,-0.9036563962491249,-0.467115831384125,4.8683618271,,10.70717729191,-9.747189846598749,-41.6607114315,1017.500281525,1.7750660180500002,,3.0,,,,,,,,,,,
1970-01-01 00:00:59.401421680,Dany,circle,1,-0.591176745583625,4.159099644425,9.986759376599998,194.34945473391502,,0.350273948170625,0.0841505066395125,-0.286753507934875,2.343084621545,,4.1031336069,,52.3347736985,,1.684877859753875,1.309237781185,0.8623486995685001,4.8683544863999995,,11.146682191685624,-5.910594837454999,-41.006639193875,1017.5655136125,1.8360020637,,3.0,,,,,,,,,,,,-1.573769086200941,2.8793918352399346,9.212982018250491,194.34945473391502,,0.14300403138919143,-0.10565332248377865,-0.49540392874816674,2.343084621545,,4.1031336069,,52.3347736985,,0.8862370719435889,0.21436147384023188,0.1856178191969405,4.8683544863999995,,10.0654024087587,-6.96571187266534,-41.952785793249994,1017.5306103216668,1.8360020637,,3.0,,,,,,,,,,,,-1.5907559744187445,2.8953677498249997,9.219194233425,194.34945473391502,,0.14358483133991248,-0.11500397338254373,-0.49590136273350255,2.343084621545,,4.1031336069,,52.3347736985,,0.8741395274229374,0.23157846405944998,0.1842455029492375,4.8683544863999995,,10.0508173091545,-6.95598233118875,-41.949241637625,1017.5303795,1.8360020637,,3.0,,,,,,,,,,,,-2.5761352867287504,1.472872070389675,8.444428145875,194.34945473391502,,-0.0757511096043875,-0.2846154805715,-0.697081239179375,2.343084621545,,4.1031336069,,52.3347736985,,0.057046561135125,-0.959807336322875,-0.4902104795078251,4.8683544863999995,,8.99810983701375,-8.04589986816125,-42.863631391625,1017.4971534875001,1.8360020637,,3.0,,,,,,,,,,,
